ID,Community,Title,Contact given name,Contact family name,Author list,Keywords,Abstract,Subcommittee Selection,Contribution Type Selection,Paper vs. Note
paper542,"user experience, cci",Collaboration in Cognitive Tutor Use in Latin America: Field Study and Design Recommendations,Amy,Ogan,"Amy Ogan, Erin Walker, Ryan S.J.d. Baker, Genaro Rebolledo Méndez, Maynor Jimenez Castro, Tania Laurentino, Adriana de Carvalho",E-Learning and Education; Agents and Intelligent Systems; Internationalization / Localization; User-Centered Design / Human-Centered Design,"Technology has the promise to transform educational prac-tices worldwide. In particular, cognitive tutoring systems are an example of educational technology that have proven to be extremely effective at improving mathematics learning over traditional classroom instruction. However, studies on the effectiveness of tutor software have been conducted mainly in the United States, Canada, and Western Europe, and little is known about how these systems might be used in other cultures with differing classroom practices and values. To understand this question, we studied the usage of mathematics tutoring software for middle school in three Latin American countries: Brazil, Mexico, and Costa Rica. While cognitive tutors were designed for individual use, we found that students in these classrooms worked collaboratively, engaging in interdependently-paced work and conducting work away from their own computer. In this paper we present design recommendations for how cognitive tu-tors might be incorporated into different classroom practices, and better adapted for student needs in these environments.",Applic.,Users,Paper
paper832,"user experience, cci","Oh Dear Stacy! Social Interaction, Elaboration, and Learning with Teachable Agents",Amy,Ogan,"Amy Ogan, Samantha Finkelstein, Elijah Mayfield, Claudia D'Adamo, Justine Cassell, Noboru Matsuda",Agents and Intelligent Systems; Children; E-Learning and Education,"Understanding how children perceive and interact with teachable agents can provide insight into the effects of social interaction and elaboration on learning with intelligent tutoring systems. We describe a think-aloud study where children were instructed to narrate their experience teaching Stacy, an agent who can learn to solve linear equations with the student’s help. We found treating her as a partner, primarily aligning oneself with Stacy using pronouns like you or we rather than she or it significantly correlates with student learning, as do playful face-threatening comments such as teasing, while elaborate explanations of Stacy’s behavior in the third-person and formal tutoring statements reduce learning gains. Additionally, we found that the agent’s correctness was a significant predictor for students shifting away from alignment with the agent.",B-People,Users,Paper
paper296,"user experience, games",‘Timid Encounters’: A Case Study in The Use of Proximity-Based Mobile Technologies,licoppe,christian,"Christian Licoppe, Yoriko Inada",Augmented Reality,"We report a comparative ethnographic study of a proximity-based mobile “video game” (Dragon Quest 9) in Japan: the Nintendo DS game terminals may ‘recognize’ one another and allow players to exchange game resources when they are close to one another.  Because different communication infrastructures are available, situations of encounter are shown to be potentially seamful and to support multi-layered participation frames. Our observations show  a variety of encounter formats, among whom ‘timid’ encounters are the most characteristic of the kind of sociality which may develop in urban public places turned into proximity-sensitive “hybrid ecologies”  The normative order which governs such encounters is marked by a tension between the minimality expected of encounters with strangers in urban spaces, and the concern for identification and focused interaction that derives from being engaged in proximal digital communication. These empirical observations and framework of analysis offer insights for the design and the understanding of proximity-based mobile technologies.",Usability,Users,Paper
paper602,"user experience, games",Understanding User Experience in Stereoscopic 3D Games,Jonas,Schild,"Jonas Schild, Joseph LaViola, Maic Masuch",Entertainment; User Studies; Virtual Reality,"Recent advances in digital game technology are making stereoscopic games more popular. Stereoscopic 3D graphics promise a better gaming experience but this potential has not yet been proven empirically. In this paper, we present a comprehensive study that evaluates player experience of three stereoscopic games in comparison with their monoscopic counterparts. We examined 60 participants, each playing one of the three games, using three self-reporting questionnaires and one psychophysiological instrument. Our main results are (1) stereoscopy in games increased experienced immersion, spatial presence, and simulator sickness; (2) the effects strongly differed across the three games and for both genders, indicating more affect on male users and with games involving depth animations; (3) results related to attention and cognitive involvement indicate more direct and less thoughtful interactions with stereoscopic games, pointing towards a more natural experience through stereoscopy.",Usability,Users,Paper
paper647,"user experience, games",The Twitter Mute Button: a Web Filtering Challenge,Jennifer,Golbeck,Jennifer Golbeck,Social Computing and Social Navigation; World Wide Web and Hypermedia; Entertainment,"The microblogging service Twitter has become an important, and sometimes primary, source of information for many users. As a forum for sharing news and discussing events, it can provide instant access to the latest updates, but this is not always welcome. In the case of television shows or live sporting events, for example, tweets about them may reveal spoilers to users in different time zones or who are delaying their viewing until later. More broadly, because Twitter is a broadcast medium, users may often want to temporarily or permanently hide content about a very specific given topic.  \  \ In this paper, we describe the unique challenges to HCI, social computing, and computational linguistics  posed by the task of building an interface that blocks all tweets about a specific event or topic. We illustrate some of the challenges through a pilot experiment run for three major television events: the 2009 NFC Championship football game, the 2010 mid-season finale of the FOX show Glee, and the 2010 season premiere of the show 24. While simple techniques achieve very high recall (>98\\%), spoilers still make it through the filter and precision is extremely poor. We conclude with a description of challenges to the community in implementing this new and increasingly important feature.",Usability,Innov. & Vis.,Note
paper1330,"user experience, games",Not Doing But Thinking: The Role Of Challenge In Immersive Videogames,Anna,Cox,"Anna Cox, Paul Cairns, Pari Shah, Michael Carroll","Empirical Methods, Qualitative; User Experience Design / Experience Design","Previous research investigating immersion has suggested that challenge is a key component.  In this paper, we investigate if altering the level of challenge in a videogame really does influence people's experience of immersion. Our first study demonstrates that simply increasing the physical demands of the game by requiring gamers to interact more with the game does not result in increased immersion.  In a further two studies, we use time pressure to make games more physically and cognitively challenging. We find that the addition of time pressure increases immersion as predicted.  We argue that the level of challenge experienced is an interaction between the level of expertise of the gamer and the cognitive challenge encompassed within the game.",Usability,Users,Paper
paper1371,"user experience, games",Listening Factors: A Large-Scale Principal Components Analysis of Long-Term Music Listening Histories,Dominikus,Baur,"Dominikus Baur, Jennifer Büttgen, Andreas Butz","Entertainment; Empirical Methods, Quantitative; Ethnography; User Studies","There are about as many strategies for listening to music as there are music enthusiasts. This makes learning about overarching patterns and similarities difficult. In this paper, we present an empirical analysis of long-term music listening histories from the last.fm web service. It gives insight into the most distinguishing factors in music listening behavior. Our sample contains 310 histories with up to six years duration and 48 associated variables describing various user and music characteristics. Using a principal components analysis, we aggregated these variables into 13 components and found several correlations between them. The analysis especially showed the impact of seasons and a listener’s interest in novelty on music choice. Using this information, a sample of a user’s listening history or even just demographical data could be used to create personalized interfaces and novel recommendation strategies. We close with derived design considerations for future music interfaces.",J-Design,Users,Note
paper799,"user experience, health",AffectAura: An Intelligent System for Affective Reflection,Daniel,McDuff,"Daniel McDuff, Amy Karlson, Ashish Kapoor, Asta Roseway, Mary Czerwinski",Emotion and Affective User Interface; Agents and Intelligent Systems; Visualization; Multi-modal interfaces,"We present AffectAura, an emotional prosthetic that allows users to reflect on their emotional states over long periods of time. We designed a multimodal sensor set-up for continuous logging of audio, visual, physiological and contextual data, a classification scheme for predicting user affective state and an interface for user reflection. The system continuously predicts a user's valence, arousal and engagement, and correlates this with information on events, communications and data interactions. We evaluate the interface through a user study consisting of six users and over 240 hours of data, and demonstrate the utility of such a reflection tool. We show that users could reason forward and backward in time about their emotional experiences using the interface, and found this useful.",Applic.,Sys & Tools,Paper
paper789,"user experience, health",Using Mobile Phones to Present Medical Information to Hospital Patients,Laura,Pfeifer Vardoulakis,"Laura Pfeifer Vardoulakis, Amy Karlson, Dan Morris, Greg Smith, Justin Gatewood, Desney Tan",Health Care; Handheld Devices and Mobile Computing; User Studies,"The awareness that hospital patients have of the people and events surrounding their care has a dramatic impact on satisfaction and clinical outcomes. However, patients are often under-informed about even basic aspects of their care. In this work, we hypothesize that mobile devices – which are increasingly available to patients – can be used as real-time information conduits to improve patient awareness and consequently improve patient care. To better understand the unique affordances that mobile devices offer in the hospital setting, we provided twenty-five patients with mobile phones that presented a dynamic, interactive report on their progress, care plan, and care team throughout their emergency department stay. Through interviews with these patients, their visitors, and hospital staff, we explore the benefits and challenges of using the mobile phone as an information display, finding overall that this is an extremely promising approach to improving patient awareness. Furthermore, we demonstrate that only a small number of technology challenges remain before such a system could be deployed without researcher intervention.",Applic.,Refinement,Paper
paper1226,"user experience, health",Findings of e-ESAS: A Mobile Based Symptom Monitoring System for Breast Cancer Patients in Rural Bangladesh,Sheikh,Ahamed,"Sheikh Ahamed, Md Haque, Ferdaus Kawsar, Mohammad Adibuzzaman",Health Care; Handheld Devices and Mobile Computing; Virtual Community / Community Computing; Elderly; Home; User-Centered Design / Human-Centered Design; User Experience Design / Experience Design,"Breast cancer (BC) patients need traditional treatment as well as long term monitoring through adaptive feedback-oriented treatment mechanism. Here, we present the findings of our 19 week long field study and deployment of e-ESAS – the first mobile based remote symptom monitoring system (RSMS) developed for rural BC patients where patients are the prime users rather than just the source of data collection at some point of time. We have also shown how ‘motivation’ and ‘automation’ have been integrated in e-ESAS and creating a unique motivation-persuasion-motivation cycle where the motivated patients become proactive change agents by persuading others. Though in its early deployment stages (2 months), e-ESAS demonstrates the potential to positively impact the cancer care by (1) helping the doctors with graphical charts of long symptom history (automation), (2) facilitating timely interventions through alert generation (automation) and (3) improving 3 way communications (doctor-patient-attendant) for a better shared decision making (motivation) and thereby improving the quality of life of BC patients.",K-People,Users,Paper
paper1369,"user experience, health","The Failure of Claim Mobile, or the Space Between Successful Development and Successful Technology",Melissa,Densmore,Melissa Densmore,Ethnography; Handheld Devices and Mobile Computing; Health Care; User-Centered Design / Human-Centered Design,"This paper looks back at the deployment of Claim Mobile, a smartphone-based data collection application developed for a non-governmental organization (NGO) in Southwest Uganda. This NGO subsidizes health facilities by paying for medical services on the basis of claims submitted after the patient consultation, targeting treatment of 99,000 clients between 2006-2011. I successfully tested Claim Mobile in Summer 2008, processing 35 claims over two weeks, and then discontinued it six months later, when it became apparent that integration and scale-up of the technology would be problematic for the NGO. In addition, many issues we hoped to address through technology had been addressed through program management changes instead.  I find that a) the context motivating the technology changed over time, b) simpler solutions can be as effective as new technologies, and c) prioritizing the needs of the NGO required abandoning the deployment of Claim Mobile. Thus this paper presents the implications for understanding the value of failure in the process of design.",Applic.,Users,Paper
paper1837,"user experience, health",Reducing Compensatory Motions in Video Games for Stroke Rehabilitation,Gazihan,Alankus,"Gazihan Alankus, Paul Gross, Caitlin Kelleher",Health Care; Elderly; Universal (or Disability)  Access,"Stroke is the leading cause of long-term disability among adults in industrialized nations, with 80% of people who survive strokes experiencing motor disabilities. Recovery requires daily exercise with a high number of repetitions often without therapist supervision. As a result, those people who do the exercises alone often do them incorrectly by compensating for their lack of motion in the joints targeted by exercises. This compensation can impede recovery progress and create new health issues. In this work we contribute (1) a methodology to reliably sense compensatory torso motion in the context of shoulder exercises done by persons with stroke and (2) a therapeutically meaningful game that uses operant conditioning to reduce compensatory torso motion. Our evaluation results show that our game design significantly reduces compensatory motions compared to alternatives.",Applic.,Sys & Tools,Paper
paper365,"user experience, ",Visual Search as an Indicator of Software Usability,Corey,Holland,"Corey Holland, Oleg Komogortsev, Dan Tamir",Usability Testing and Evaluation; Performance Metrics; User-Centered Design / Human-Centered Design; Usability Research,"Automated detection of excessive visual search (ES) experienced by a user during software use presents the potential for substantial improvement in the efficiency of supervised usability analysis. This paper presents an objective evaluation of several methods for the automated segmentation and classification of ES intervals from an eye movement recording, a technique that can be utilized to aid in the identification of usability problems during software usability testing. Techniques considered for automated segmentation of the eye movement recording into unique intervals include mouse/keyboard events and eye movement scanpaths. ES is identified by a number of eye movement metrics, including: fixation count, saccade amplitude, convex hull area, scanpath inflections, scanpath length, and scanpath duration. The ES intervals identified by each algorithm are compared to those produced by manual classification to verify the accuracy, precision, and performance of each algorithm. The results indicate that automated classification can be successfully employed to substantially reduce the amount of recorded data reviewed by HCI experts during usability testing, with relatively little loss in accuracy.",Usability,Methodology,Paper
paper564,"user experience, ",LemonAid: Selection-Based Crowdsourced Contextual Help for Web Applications,Parmit,Chilana,"Parmit K. Chilana, Andrew J. Ko, Jacob O. Wobbrock",Virtual Community / Community Computing; Software architecture and engineering; User-Centered Design / Human-Centered Design,"Web-based technical support such as discussion forums and social networking sites have been successful at ensuring that most technical support questions eventually receive helpful answers. Unfortunately, finding these answers is still quite difficult, since users’ textual queries are often incomplete, imprecise, or use different vocabularies to describe the same problem. We present LemonAid, a new approach to help that allows users to find help by instead selecting a label, widget, link, image or other user interface (UI) element that they believe is relevant to their problem. LemonAid uses this selection to retrieve previously asked questions and their corresponding answers. Our evaluation shows that across a corpus of dozens of tasks and thousands of requests, LemonAid returned relevant help in the top 2 results for 90% of queries.",Systems & Tools,Sys & Tools,Paper
paper780,"user experience, ",Pen and Paper Tools for Digital Ethnography,Nadir,Weibel,"Nadir Weibel, Adam Fouse, Colleen Emmenegger, Edwin Hutchins, Jim Hollan",Ethnography; Computer Supported Cooperative Work (CSCW); User and Cognitive models; Pen-based UIs,"Researchers from many disciplines are taking advantage of increasingly inexpensive digital video to assemble extensive data collections of human activity captured in real-world settings. The ability to record and share such data has created a critical moment in the practice and scope of behavioral research. While recent work is beginning to develop techniques for visualizing and interacting with integrated multimodal information collected during field research, navigating and analyzing these large datasets remains challenging and tools are especially needed to support the early stages of data exploration. \  \ In this paper we describe advanced pen and paper tools for digital ethnography and their integration with ChronoViz, a tool for annotating, visualizing, and analyzing multimodal data. The goal is to better support researchers both in the field, while collecting data, and later in the lab, during analysis.  We document strategies and techniques introduced by 28 researchers over 18 months of deployment and describe how they shaped the extension of ChronoViz.",B-People,Users,Paper
paper854,"user experience, ",How Small Can You Go?  Analyzing the Effect of Visual Angle in Pointing Tasks,Juan Pablo,Hourcade,"Juan Pablo Hourcade, Natasha Bullock-Rest","Input and Interaction Technologies; Home; Empirical Methods, Quantitative; Interaction Design; Usability Testing and Evaluation; User Studies; Usability Research","People are increasingly using wireless mice from across rooms as they use computers as entertainment centers. As a consequence, they often have to point at targets occupying small visual angles. In this paper we present the results of a study on pointing performance for targets occupying small visual angles. Our results suggest there is a steep degradation of pointing performance in both accuracy and speed for targets occupying a visual angle below 3 minutes of arc.",Usability,Users,Note
paper1045,"user experience, ",Profanity use in online communities,Sara,Sood,"Sara Sood, Judd Antin, Elizabeth Churchill","Computer-Mediated Communication; Empirical Methods, Quantitative; Content Strategy / Content Creation","As more of the Web is user-generated, detection and management of inappropriate or objectionable content has become essential. Different communities are addressing this problem: research in computer vision focuses on detection of inappropriate images, natural language processing technology has advanced to recognize insults. However, profanity detection systems remain flawed. Current list-based profanity detection systems are problematic in two ways. First, they are easy to circumvent and easily get stale; they cannot adapt to misspellings, abbreviations and profane slang that evolves over time. Secondly, they are a one-size fits all solution to domain, community and context specific problems. Socio-technical systems have their own normative behaviours–what is deemed acceptable in one community may not be in another. In this paper, through analysis of comments from a social news site, we provide evidence that current systems are performing poorly and evaluate the cases on which they fail. We then address community differences regarding creation/tolerance of profanity and suggest a shift to more contextually nuanced profanity detection systems.",Beyond Indiv.,Sys & Tools,Paper
paper1314,"user experience, ",On the Use of Virtual Environments for the Evaluation of Location Based Applications,Arief,Hühn,"Arief Hühn, Vassilis-Javed Khan, Andrés Lucero, Paul Ketelaar",Handheld Devices and Mobile Computing; User Studies; Virtual Reality,"User experience research on pervasive technologies faces considerable challenges regarding today’s mobile context-sensitive applications. On the one hand evaluative field studies lack control. On the other hand lab studies miss the appropriate interaction with a dynamic context. These shortcomings have inspired researchers to use virtual environments to acquire a controllable research setting while offering the user a contextual and interactive experience.  Although promising, these studies are concerned with usability and the technical realization of these simulation systems. Moreover, these studies utilized desktop setups with detrimental consequences for presence. Based on these shortcomings this paper presents two studies we conducted in which we evaluate the experienced intrusiveness of location based advertising applications within a virtual supermarket simulated by a CAVE setup. The results show that our setup is capable of generating meaningful quantitative results with regards to the user experience. We conclude with guidelines for conducting evaluation studies using similar setups.",Usability,Methodology,Paper
paper1444,"user experience, ",Digitality and Materiality of New Media: Online TV Watching in China,Xianghua,Ding,"Qi Wang, Xianghua Ding, Tun LU, Ning Gu","Empirical Methods, Qualitative; Video Content / Communications; Entertainment","This paper examines issues of digitality and materiality of new media, grounded on a study of online TV watching in China. Particularly, by looking at the choices and decisions people have made regarding what and how TV is watched in everyday lives, we highlight material and digital properties of old and new media TV and their roles in shaping actions and interactions around them. Our study illustrates that materiality and digitality are complementary, instead of one substituting the other, and are highly intertwined in the hybrid media environment around which meaningful experiences are conditioned and produced. ",Applic.,Users,Paper
paper1505,"user experience, ",Habit as an Explanation of Participation in an Online Peer-production Community,Donghee,Wohn,"Donghee Yvette Wohn, Alcides Velasquez, Tor Bjornrud, Cliff Lampe",Computer Supported Cooperative Work (CSCW); Virtual Community / Community Computing; World Wide Web and Hypermedia,"User activities in peer-production communities have mainly been examined under the assumption that individuals are rational individuals who are always cognizant of what they are doing and why. We argue that not all “use” is the same; while some behaviors are governed by conscious motivations, others may be a habitual response that is developed out of routine. We take a more granular approach to explaining what people are doing in online communities and how motivations and habits explain their use of specific features. In the context of the peer-production community Everything2 we employ both server log data and self-report, finding that habit is a non-conscious-driven behavior that is more associated with less cognitively-demanding tasks than content production.",J-People,Theory,Paper
paper1716,"user experience, ",CrossingGuard: Exploring Information Content in Navigation Aids for the Visually Impaired,Richard,Guy,"Richard Guy, Khai Truong",Universal (or Disability)  Access; Prototyping; User-Centered Design / Human-Centered Design; User Experience Design / Experience Design,"Visually impaired pedestrians experience unique challenges when navigating an urban environment because many cues about orientation and traffic patterns are difficult to ascertain without the use of vision. Technological aids such as customized GPS navigation tools offer the chance to augment visually impaired pedestrians’ sensory information with a richer depiction of an environment, but care must be taken to balance the need for more information with other demands on the senses. In this paper, we focus on the information needs of visually impaired pedestrians at intersections, which present a specific cause of stress when navigating in unfamiliar locations. We present a navigation application prototype called CrossingGuard that provides rich information to a user such as details about intersection geometry that are not available to visually impaired pedestrians today. A user study comparing content-rich information to a baseline condition shows that content-rich information raises the level of comfort that visually impaired pedestrians feel at unfamiliar intersections. In addition, we discuss the categories of information that are most useful. Finally, we introduce a micro-task approach to gather intersection data via Street View annotations that achieves 85.5% accuracy over the 9 categories of information used by CrossingGuard.",Usability,Users,Paper
paper1116,"user experience, ",The Potential Illusion of Control: the Implications of Offering More Disclosure Choices for Location Sharing,Karen,Tang,"Karen Tang, Jason Hong, Dan Siewiorek",Privacy; Context-Aware Computing; Ubiquitous Computing / Smart Environments,"We compared two privacy configuration styles for specifying rules for social sharing one past locations. Our findings suggest that location-sharing applications which support varying levels of location granularities are associated with sharing rules that are less convoluted, are less likely to be negatively phrased, and can lead to more open sharing. It also results in higher perceived comfort scores, which could be indicative of a false sense of control.",B-People,Users,Note
paper1865,"user experience, management, ",“I’d never get out of this !?$%# office” Redesigning Time Management for the Enterprise,Casey,Dugan,"Casey Dugan, Werner Geyer, Michael Muller, Abel N. Valente, Katherine James, Steve Levy, Li-Te Cheng, Elizabeth Daly, Beth Brownholtz",Social Computing and Social Navigation; Computer Supported Cooperative Work (CSCW); Office and Workplace,"In this paper, we propose a new model to improve time management in the enterprise, focused on providing users interactive visualizations for how they are spending their time. Through an interview study (n=21) in a multi-national corporation, we were able to determine the data available for visualizations and the value of a number of general visualizations of employees’ calendar data.  We develop implications for design in improving personal time management.",Beyond Indiv.,Refinement,Paper
paper416,"user experience, sustainability","The Dubuque Water Portal: Evaluation of the Uptake, Use and Impact of Residential Water Consumption Feedback",Thomas,Erickson,"Thomas Erickson, Mark Podlaseck, Sambit Sahu, Jing D. Dai, Tian Chao, Milind Naphade","Sustainability; Visualization; Empirical Methods, Qualitative","Current water usage practices are unsustainable. This study evaluates a web-based water portal that used direct feedback, social comparisons, weekly contests, and chat to produce a 6.6% decrease in water consumption. A 15-week pilot with 303 households is studied using logs, a survey, and interviews. The paper looks at the portal design and discusses its adoption, use, and user experience, and raises design issues future systems will need to address.",S-Design,Refinement,Paper
paper314,"user experience, ",Brainstorming for Japan: Rapid Distributed Global Collaboration for Disaster Response,Michael,Muller,"Michael Muller, Sacha Chua",Virtual Community / Community Computing; Computer-Mediated Communication; Computer Supported Cooperative Work (CSCW); Office and Workplace; User Studies,"Tragic events struck northern Japan in March-April 2011. This note presents a case study of rapid distributed brainstorming for disaster response, involving 275 contributors from 23 countries within a three-day period, conducted among the staff in a multinational company. Factors that appear to have contributed to the success of this brainstorming include:  Social media that could be easily appropriated; and employee familiarity with large-scale brainstorming.  The formation of this “flash-community” joins other CHI reports to point toward a new genre of rapid large-scale responses to disasters through social media.",Applic.,Refinement,Note
paper464,"user experience, ",The Design Space of Opinion Measurement Interfaces:  Exploring Recall Support for Rating and Ranking,Syavash,Nobarany,"Syavash Nobarany, Louise Oram, Vasanth Kumar Rajendran, Chi-Hsiang Chen, Joanna McGrenere, Tamara Munzner",User-Centered Design / Human-Centered Design; World Wide Web and Hypermedia; Prototyping; User Studies; User Interface Design,"Rating interfaces are widely used on the Internet to elicit people’s opinions. Little is known, however, about the effectiveness of these interfaces and their design space is relatively unexplored. We provide a taxonomy for the design space by identifying two axes: Measurement Scale for absolute rating vs. relative ranking, and Recall Support for the amount of information provided about previously recorded opinions. We present an exploration of the design space through iterative prototyping of three alternative interfaces and their evaluation. Among many findings, the study showed that users do take advantage of recall support in interfaces, preferring those that provide it. Moreover, we found that designing ranking systems is challenging; there may be a mismatch between a ranking interface that forces people to specify a total ordering for a set of items, and their mental model that some items are not directly comparable to each other. ",Usability,Refinement,Paper
paper791,"user experience, ","Keep in Touch: Channel, Expectation and Experience",Rongrong,Wang,"Rongrong Wang, Francis Quek, Deborah Tatar, Keng Soon Teh, Adrian Cheok",User Experience Design / Experience Design; Computer-Mediated Communication; Emotion and Affective User Interface; Home; Prototyping; User Studies; Tactile & Haptic UIs; Multi-modal interfaces,"This paper investigates whether and how digitally mediated social touch (remote touch) may influence the sense of connectedness toward a speaker and the emotional experience of what is being communicated. We employ an `augmented' storytelling methodology where we manipulate the modality of an `emotive' channel that accompanies the speech, and the contextual expectation of the listener. Comparing a remote upper-arm touch against a similarly timed flashing light, we explore the importance of the touch modality in affect conveyance.  Our second manipulation involves two cover stories where the listener is told that the touch or flashing light is triggered either by the storyteller expressively squeezing a touch input device while speaking, or by measured `high points' in the mental state of the storyteller. Our results show that the story accompanied by communicative touch resulted in a significant increase in the sense of connectedness with the storyteller over the speech-only condition, and a trend toward greater affective conveyance. ",Cap. & Mod.,Users,Paper
paper889,"user experience, ","User See, User Point: Gaze and Cursor Alignment on the Web",Jeff,Huang,"Jeff Huang, Ryen White, Georg Buscher",World Wide Web and Hypermedia; Database access / Information Retrieval; Usability Testing and Evaluation; Usability Research,"Usability professionals and site designers crave to know how people are examining their Web pages, and estimate this using eye-tracking systems. Tracking the mouse cursor is a cheap and scalable alternative to eye-tracking in some situations. Past research has correlated the gaze and cursor positions, and other lines of research have found the cursor to be useful in determining user intent and relevant parts of the Web page. However, there are many types of cursor behavior patterns such as reading, hesitating, scrolling and clicking, which have different meanings. We conduct an experiment with 36 subjects and 32 search tasks to determine when gaze and cursor are aligned, and thus when the cursor position is a good proxy for gaze position. We study the effect of time, behavior patterns, user, and search task on the cursor-gaze alignment; the findings lead us to caution against the overly-general maxim that ""gaze is well approximated by cursor."" These lessons inform an experiment in which we predict the gaze position with better accuracy than simply using the cursor position, improving the state-of-the-art technique for approximating visual attention with the cursor. This can help make better use of large scale cursor data in identifying how users examine Web pages.",Usability,Users,Paper
paper941,"user experience, ",Funneling and Saltation Effects for Tactile Interaction with Virtual Objects,Gerard,Kim,"Jaedong Lee, Youngsun Kim, Gerard Kim","Multi-modal interfaces; Augmented Reality and Tangible UI; Empirical Methods, Quantitative; Usability Testing and Evaluation; Tactile & Haptic UIs","Funneling and saltation are two major illusory feedback techniques for vibration-based tactile feedback.  They are often put into practice e.g. to reduce the number of vibrators to be worn on the body and thereby build a less cumbersome feedback device.  Recently, these techniques have been found to be applicable to eliciting ""out of the body"" experiences as well (e.g. through user-held external objects).  This paper examines the possibility of this phenomenon when interacting with virtual objects.  Two usability experiments were run to test the effects of funneling and saltation respectively for perceiving tactile sensation from a virtual object in an augmented reality setting.  Experimental results have shown solid evidences for phantom sensations from virtual objects with funneling, but mixed results for saltation. ",Cap. & Mod.,Refinement,Paper
paper982,"user experience, ",Reevaluating the Concept of Privacy within HCI,Louise,Barkhuus,Louise Barkhuus,"Privacy; Empirical Methods, Qualitative; Ethnography; User Studies","Privacy is a widely studied concept in relation to social computing and sensor-based technologies; scores of research have looked into people’s ‘privacy preferences’ and apparent reluctance to share personal data. In this paper we take a closer look at how HCI research has attempted to quantify and generalize about a concept whose definition is highly context-dependent. Leaning on several theoretical frameworks, but in particular Nissenbaum’s notion of contextual integrity, we question the viability of obtaining universal answers in terms of people’s ‘general’ privacy practices and apply elements of Nissenbaum’s theory to our own data in order to illustrate its relevance. We then suggest restructuring inquiries into information sharing in studies of state-of-the-art technologies and analyze contextually grounded issues using a different, more specific vocabulary. Finally we provide the first building blocks to such vocabulary.",K-People,Argument,Paper
paper1053,"user experience, ",Aural Browsing On-The-Go: Listening-based Back Navigation in Large Web Architectures,Davide,Bolchini,"Tao Yang, Mexhid Ferati, Yikun Liu, Romisa Rohani Ghahari, Davide Bolchini",Information Architecture; Auditory I/O and Sound in the UI; Handheld Devices and Mobile Computing; World Wide Web and Hypermedia,"Mobile web navigation requires highly-focused visual attention, which poses problems when it is inconvenient or distracting to continuously look at the screen (e.g., while walking). Aural interfaces support more eyes-free experiences, as users can primarily listen to the content and occasionally look at the device. Yet, designing aural information architectures remains a challenge. Specifically, back navigation is inefficient in the aural setting, as it forces users to listen to each previous page to retrieve the desired content. This paper introduces topic- and list-based back: two navigation strategies to enhance aural browsing. Both are manifest in Green-Savers Mobile (GSM), an aural mobile site. A study (N=29) compared both solutions to traditional back mechanisms. Our findings indicate that topic- and list-based back enable faster access to previous pages, improve the navigation experience and reduce perceived cognitive load. The proposed designs apply to a wide range of information-intensive, ubiquitous web systems.",Cap. & Mod.,Refinement,Paper
paper1071,"user experience, ","On Saliency, Affect and Focused Attention",Mounia,Lalmas,"Lori McCay-Peet, Mounia Lalmas, Vidhya Navalpakkam",User Experience Design / Experience Design; Visual Design; Visual System Design / Visual Design; Usability Research; Perceptual & Vision-based UIs,"We study how the visual catchiness (saliency) of relevant information impacts user engagement metrics such as focused attention and emotion (affect). Participants completed tasks in one of two conditions, where the task-relevant information either appeared salient or non-salient. Our analysis provides insights into relationships between saliency, focused attention, and affect. Participants reported more distraction in the non-salient condition, and non-salient information was slower to find than salient. Lack-of-saliency led to a negative impact on affect, while saliency maintained positive affect, suggesting its helpfulness. Participants reported that it was easier to focus in the salient condition, although there was no significant improvement in the focused attention scale rating. Finally, user interest in the topic is a good predictor of focused attention, which in turn is a good predictor of positive affect. These results suggest that enhancing saliency of user-interested topics seems a good strategy for boosting user engagement.",Usability,Refinement,Paper
paper1189,"user experience, management, ","Time Travel Proxy: Using lightweight video recordings to create asynchronous, interactive meetings",John,Tang,"John Tang, Jennifer Marlow, Aaron Hoff, Asta Roseway, Kori Inkpen, Chen Zhao, Xiang Cao",Computer-Mediated Communication; Computer Supported Cooperative Work (CSCW); Video Content / Communications; Office and Workplace; User Studies,"Time Travel Proxy (TTP) enables participating in meetings that you cannot attend in real time, either because of time conflicts or global time zone differences. TTP uses lightweight video recordings to pre-record your contributions to a meeting, which are played on a tablet that serves as a proxy for you during the meeting. Reactions and responses in the meeting are also captured in video to give you feedback of what happened at the meeting. A working prototype of TTP was deployed and studied within four developer teams in their daily stand-up meetings. The study found that the affordances of video were useful in integrating the time traveler in the social context of the meeting, but that the current prototype was better at helping the time traveler contribute to the meeting than it was in sharing the meeting experience back to the time traveler.",Beyond Indiv.,Refinement,Paper
